term,domain,z,delta,count_domain,count_total,docfreq_domain,docfreq_total,ngram_len
than a,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
in all,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
carry,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,1
such an,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
remain limited,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
a larger,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
characterize the,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,8,2
least,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,1
an open-source,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,7,2
paves,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,1
state we,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
faster than,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
extension of the,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,3
record,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,7,1
recently been,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
is of,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
parameters of,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
we explore the,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,3
find a,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
and low,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
framework and,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
formulas,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,7,1
the limited,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
and interaction,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
contribution to,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
distribution at,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
the order parameter,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,7,3
is fundamentally,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
and experimentally,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
to systematically,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
of both the,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,3
static and,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,8,2
with the same,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,3
and atomic,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
paradigmatic,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,1
fact,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,1
from two,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
differences in,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
are derived,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
the size,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,8,2
into an,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
comes,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,1
conclusion,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,8,1
order and,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,2
inclusion,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,1
the computational cost,CSM,-0.582492536345998,-0.46371996339173194,2.0,9.0,2,9,3
the underlying,CSM,-0.5836563594676212,-0.16574367432511927,17.0,61.0,17,60,2
known,CSM,-0.5965227491015193,-0.14926708040970382,22.0,78.0,22,75,1
and its,CSM,-0.5974161098920253,-0.18639098587570047,14.0,51.0,12,46,2
constructed,CSM,-0.6035007432268652,-0.26343447458163105,7.0,27.0,7,27,1
such as the,CSM,-0.6035007432268652,-0.26343447458163105,7.0,27.0,7,27,3
and provides,CSM,-0.6035007432268652,-0.26343447458163105,7.0,27.0,7,27,2
absence of,CSM,-0.6035007432268652,-0.26343447458163105,7.0,27.0,6,26,2
for future,CSM,-0.6035007432268652,-0.26343447458163105,7.0,27.0,7,27,2
injection,CSM,-0.6035007432268652,-0.26343447458163105,7.0,27.0,6,19,1
and we,CSM,-0.6035007432268652,-0.26343447458163105,7.0,27.0,7,25,2
resolve,CSM,-0.6035007432268652,-0.26343447458163105,7.0,27.0,7,25,1
recently,CSM,-0.6035011981228146,-0.162192132693189,19.0,68.0,19,67,1
systems we,CSM,-0.6072564819193109,-0.3116241721704771,5.0,20.0,4,19,2
units,CSM,-0.6072564819193109,-0.3116241721704771,5.0,20.0,4,15,1
on these,CSM,-0.6072564819193109,-0.3116241721704771,5.0,20.0,5,19,2
its potential,CSM,-0.6072564819193109,-0.3116241721704771,5.0,20.0,4,19,2
nature of the,CSM,-0.6072564819193109,-0.3116241721704771,5.0,20.0,5,19,3
otherwise,CSM,-0.6072564819193109,-0.3116241721704771,5.0,20.0,5,20,1
as a result,CSM,-0.6072564819193109,-0.3116241721704771,5.0,20.0,5,20,3
related to,CSM,-0.6072564819193109,-0.3116241721704771,5.0,20.0,5,20,2
functionality,CSM,-0.6072564819193109,-0.3116241721704771,5.0,20.0,4,16,1
via the,CSM,-0.6072564819193109,-0.3116241721704771,5.0,20.0,5,20,2
comparable to,CSM,-0.6072564819193109,-0.3116241721704771,5.0,20.0,5,20,2
systems and,CSM,-0.6096728761765831,-0.23560162118306494,9.0,34.0,9,32,2
capable,CSM,-0.6096728761765831,-0.23560162118306494,9.0,34.0,8,31,1
the emergence of,CSM,-0.6096728761765831,-0.23560162118306494,9.0,34.0,7,31,3
relationship,CSM,-0.6096728761765831,-0.23560162118306494,9.0,34.0,8,29,1
through the,CSM,-0.6151165668415594,-0.1796912609451855,16.0,58.0,15,54,2
matrix,CSM,-0.6167810156523439,-0.14779767506806607,24.0,85.0,17,60,1
limited by,CSM,-0.6205769759742237,-0.2174700155135607,11.0,41.0,11,41,2
emergence of,CSM,-0.6205769759742237,-0.2174700155135607,11.0,41.0,8,36,2
employed,CSM,-0.6205769759742237,-0.2174700155135607,11.0,41.0,11,41,1
curvature,CSM,-0.6205769759742237,-0.2174700155135607,11.0,41.0,4,29,1
structure and,CSM,-0.6339421053667678,-0.20471883170239735,13.0,48.0,13,46,2
curves,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,2,12,1
focusing on the,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,13,3
spherical,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,11,1
and without,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,11,2
that both,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,13,2
track,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,11,1
of a single,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,12,3
contraction,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,2,11,1
to quantify,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,2,12,2
assembly,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,13,1
developed to,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,13,2
as an effective,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,13,3
form a,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,13,2
entirely,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,13,1
directly on,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,2,12,2
and phase,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,2,12,2
evolution and,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,12,2
populations,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,2,9,1
establish the,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,13,2
potential and,CSM,-0.635687409854396,-0.41561020904582513,3.0,13.0,3,13,2
new,CSM,-0.6429899079811926,-0.0868102417481369,77.0,261.0,64,217,1
reflectance,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
sio2,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
simulations of the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
quantum magnets,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
parabolic,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
quantum confinement,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
slow down,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
quantity,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
to calculate the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
spatial distribution,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the path,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
oxides are,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
onto an,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the previously,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
tip,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
of the effective,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
of the band,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
negatively,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
this process is,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
the process of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
neel,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
simulation of the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
to rationalize,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
relaxation and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
of the interaction,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
parameters is,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
only when the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
spatial distribution of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
the rotational,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
of crystalline,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
stability of the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
total energy,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
of defects,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
of density,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
square-lattice,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
splitting and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the low,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
spin-orbit coupling soc,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
the magnitude,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
spin transport,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
of experimentally,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
particles and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
of weakly,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the mechanism of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
spin hall,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
of functional,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
time of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
thus this,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
through two,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
provide practical,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
spectroscopy measurements,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
spectroscopy in,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
only if,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
spectroscopy eels,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
over the past,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
topological phases in,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
significant interest,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
thermal annealing of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
to thermal,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
of these materials,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
recently attracted,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
order for,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
resolution in,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
their properties,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
regime as,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
orbitals and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
of oxide,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
transition to a,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
thermal and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
redistribution of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the universal,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
of low,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
thermodynamics and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
thermomechanical,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
thermometry,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
of metal,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
optical transitions,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
these findings offer,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
report the first,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
thin films the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
thin films with,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
this behavior is,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
revealed a,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
origin of this,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
of one-dimensional,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the spontaneous,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the semiconductor,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the sensitivity of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
remain elusive,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
quantum phases,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
quantum phenomena,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the simulated,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
outlining,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
remained elusive here,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
quantum transport,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
transitions at,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
optical phonon,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
semiconductor devices,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
recent experiments,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
new insight,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
regime we,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
s the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the structural and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
the surface and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
route to engineer,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
other materials,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
reactants,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
the theory of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
originating from the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
reaction coordinate,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
present in the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
state which,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
pathway for the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
structures are,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
superconducting properties,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
temporal resolution,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
superconducting phases,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
probe for,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
probe the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
process and the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
textit ab,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
textit ab initio,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
polarization-resolved,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
suggest a,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
process with,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
substrate and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
that exhibit,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
that hydrogen,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
that increasing,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
that links,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
plaquettes,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
substituting,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
that preserve,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
processes including,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
physisorption,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
that the critical,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
that the electronic,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
nonmonotonic,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
that their,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
trial-and-error,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
studying the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
produces a pronounced,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
the adsorption energy,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
observed that,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
temperature we,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
observed experimentally,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
systems here we,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
symmetries we,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
symmetry-breaking,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
systematic investigation,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
systematic investigation of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
surfaces the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
surfaces are,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
systematically investigate,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
surfaces and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
systems a,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
surface we,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
systems here,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
predictive tool,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
predicted to,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
pressure in,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
temperature this,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
practical route,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
pressure we,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
powerful and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
observations suggest,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
to in,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
superconductivity under,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
possess a,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
position of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
technologically,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,1
population of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
trends and,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
temperature for,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
temperature t_,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
profiles of,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the altermagnetic,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
pathways in,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
structure are,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
to disentangle the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
the efficient,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the electronic band,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
the electronic properties,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
the energetic,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
to direct,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
properties by,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
transferred to the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
phase behavior,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
triggered by,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the fabricated,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
properties of graphene,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
the films,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
the findings,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
states of the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
the framework is,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
properties of materials,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
states near the,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,3
the graphene,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
states near,CSM,-0.6600605912384158,-4.800970751171276,0.0,5.0,0,5,2
